product_id		attribute_id		attribute_value
1230442002		shop_the_look_0		1246102001;;1244579001;;1251542001
1230442002		shop_the_look_1		1231662001;;1195882001;;1230602001
1028327027		shop_the_look_0		1129676011;;1129676006;;1242174001
1028327027		shop_the_look_1		1247098001;;1230595001;;1240595001
1244282002		shop_the_look_0		1242189001;;1241198001;;1245358001
1244282002		shop_the_look_1		1240595001;;1240754001;;1230606001
1253079001		shop_the_look_0		1245551002;;1028327003;;1245170001
1253079001		shop_the_look_1		1214832001;;1240754001;;1195882001
1271456001		shop_the_look_0		1271457001;;1211695001;;1242912001
1271456001		shop_the_look_1		1275614001;;1230603001;;1240595001
0252867122		shop_the_look_0		1102691003;;1235443001;;1271457001
0252867122		shop_the_look_1		1275617001;;1190723001;;1230595001
1137112011		shop_the_look_0		1178447002;;1243637001;;1229902001
1137112011		shop_the_look_1		1230578001;;1230597001;;1243591002
0989043032		shop_the_look_0		1242174001;;1179401001;;1244174001
0989043032		shop_the_look_1		1247098001;;1195882001;;1240595001
1240631001		shop_the_look_0		1240634001;;1271742001;;1252421003
1240631001		shop_the_look_1		1247098001;;1190723001;;1240595001
1250143001		shop_the_look_0		1244429001;;1187053007;;1209795003
1250143001		shop_the_look_1		1238874002;;1255047001;;1259494001
1257167001		shop_the_look_0		1214494003;;1243639001;;1230301001
1257167001		shop_the_look_1		1271469001;;1271481001;;1207891004
1257167001		shop_the_look_2		1233140001;;1224988001;;1230615005
1246093001		shop_the_look_0		1252707001;;1196882001;;0960679001
1246093001		shop_the_look_1		1271481001;;1251542001;;1242191001
1246093001		shop_the_look_2		1230595001;;1253994001;;1150150001
1239694001		shop_the_look_0		1160630001;;1221948003;;1252707001
1239694001		shop_the_look_1		1230589001;;1230615005;;1224988001
1011037058		shop_the_look_0		1242419001;;1244174002;;1253618001
1011037058		shop_the_look_1		1190723001;;1238880001;;1190729001
1243398001		shop_the_look_0		1230606001;;1233583001;;1218892001
1253539001		shop_the_look_0		1271748002;;1232462001;;1242415001
1253539001		shop_the_look_1		1247098001;;1275616001;;1249821001
1238446001		shop_the_look_0		1248494001;;1251541001;;1251542001
1238446001		shop_the_look_1		1233583001;;1230606001;;1218892001
1242182001		shop_the_look_0		1244374002;;1232810001;;1243617003
1242182001		shop_the_look_1		1257585001;;1233583001;;1249821001
1226798003		shop_the_look_0		1250677002;;1246085001;;1271482001
1226798003		shop_the_look_1		1230595001;;1253994003;;1250113002
1105403001		shop_the_look_0		1214494003;;1243639001;;1196174001
1105403001		shop_the_look_1		1251541001;;1227468002;;1195198001
1147848002		shop_the_look_0		1209037004;;1232254001;;1220422002
1147848002		shop_the_look_1		1271847001;;1243591002;;1238878001
1234770003		shop_the_look_0		1208911002;;1165123009;;1228573001
